Issued date,Account ID,Bill to name,Billing Address,Bill to city,Bill to state,Billing Zip,Customer,Default Sales Rep,Product ID,Sku,Sales order Number,Sales Order Status,Sales Rep,So c1,So c2,Sales Order Custom Field 3,So c4,So c5,So c6,Sales Order ID,SO Item ID,SO Item Product Number,Customer ID,Product Description,SO Item Description,Soitem type,BOL,Carrier Name,Company id,Company name,Ship status,SO Number,Status ID,Account ID,Sales Rep Initials,Fulfilled Quantity,Last Unit Price,So ct,Unit price,Total price,Total Cost,So line item
01-03-2024,427,420 Friendlys CBD and Kratom shop,6628 W 10th st. #101,Greeley,Colorado,80634,420 Friendlys CBD and Kratom shop,,11,Shipping,1526,Fulfilled,Jared,,,,,,,1934,6926,Shipping,270,Shipping,Shipping,Shipping,11419,UPS,1,CWL Brands,Shipped,1526,30,427,JL,1.00,$0.0000,1.00,$40.00,$40.00,$0.05,2.00
01-03-2024,427,420 Friendlys CBD and Kratom shop,6628 W 10th st. #101,Greeley,Colorado,80634,420 Friendlys CBD and Kratom shop,,11,Shipping,1526,Fulfilled,Jared,,,,,,,1934,6927,Shipping,270,Shipping,Shipping Tracking: 1Z90V7160332496742,Shipping,11419,UPS,1,CWL Brands,Shipped,1526,30,427,JL,1.00,$0.0000,1.00,$0.00,$0.00,$0.00,3.00
01-03-2024,427,420 Friendlys CBD and Kratom shop,6628 W 10th st. #101,Greeley,Colorado,80634,420 Friendlys CBD and Kratom shop,,81,FG- MC12 Focus+ Flow,1526,Fulfilled,Jared,,,,,,,1934,6925,FG- MC12 Focus+ Flow,270,MC12 Focus + Flow,MC12 Focus + Flow,Sale,11419,UPS,1,CWL Brands,Shipped,1526,30,427,JL,2.00,$576.0000,1.00,$612.00,"$1,224.00",$405.97,1.00
01-03-2024,474,VIP VAPE STORE,826 2nd St.,San Rafael,California,94901,VIP VAPE STORE,,11,Shipping,1529,Fulfilled,DerekW,,,,,,,1937,6940,Shipping,317,Shipping,Shipping,Shipping,11488,UPS,1,CWL Brands,Shipped,1529,30,474,DW,1.00,$0.0000,1.00,$120.00,$120.00,$0.05,2.00
01-03-2024,474,VIP VAPE STORE,826 2nd St.,San Rafael,California,94901,VIP VAPE STORE,,11,Shipping,1529,Fulfilled,DerekW,,,,,,,1937,6958,Shipping,317,Shipping,Shipping Tracking: 1Z90V7160336842486,Shipping,11488,UPS,1,CWL Brands,Shipped,1529,30,474,DW,1.00,$0.0000,1.00,$0.00,$0.00,$0.00,3.00
01-03-2024,474,VIP VAPE STORE,826 2nd St.,San Rafael,California,94901,VIP VAPE STORE,,81,FG- MC12 Focus+ Flow,1529,Fulfilled,DerekW,,,,,,,1937,6937,FG- MC12 Focus+ Flow,317,MC12 Focus + Flow,MC12 Focus + Flow,Sale,11488,UPS,1,CWL Brands,Shipped,1529,30,474,DW,5.00,$576.0000,1.00,$576.00,"$2,880.00","$1,014.93",1.00
01-03-2024,551,One Love,1600 w 1st st,Loveland,Colorado,80537,One Love,,11,Shipping,1524,Fulfilled,Jared,,,,,,,1932,6915,Shipping,393,Shipping,Shipping,Shipping,11396,UPS,1,CWL Brands,Shipped,1524,30,551,JL,1.00,$0.0000,1.00,$55.00,$55.00,$0.05,3.00
01-03-2024,551,One Love,1600 w 1st st,Loveland,Colorado,80537,One Love,,11,Shipping,1524,Fulfilled,Jared,,,,,,,1932,6928,Shipping,393,Shipping,Shipping Tracking: 1Z90V7160334711166,Shipping,11396,UPS,1,CWL Brands,Shipped,1524,30,551,JL,1.00,$0.0000,1.00,$0.00,$0.00,$0.00,4.00
01-03-2024,551,One Love,1600 w 1st st,Loveland,Colorado,80537,One Love,,81,FG- MC12 Focus+ Flow,1524,Fulfilled,Jared,,,,,,,1932,6913,FG- MC12 Focus+ Flow,393,MC12 Focus + Flow,MC12 Focus + Flow,Sale,11396,UPS,1,CWL Brands,Shipped,1524,30,551,JL,2.00,$576.0000,1.00,$612.00,"$1,224.00",$405.97,1.00
01-03-2024,551,One Love,1600 w 1st st,Loveland,Colorado,80537,One Love,,132,FG- MC8 release+relax,1524,Fulfilled,Jared,,,,,,,1932,6914,FG- MC8 Kanva OG Kanna+ Kava,393,MC8 release+relax,MC8 Kanva OG-Kanna+Kava,Sale,11396,UPS,1,CWL Brands,Shipped,1524,30,551,JL,1.00,$432.0000,1.00,$432.00,$432.00,$138.70,2.00
01-04-2024,240,Outter Limits,7902 N MacArthur Blvd,Oklahoma City,Oklahoma,73132,Outter Limits,,11,Shipping,1540,Fulfilled,Jared,,,,,,,1946,6968,Shipping,112,Shipping,Shipping,Shipping,11556,UPS,1,CWL Brands,Shipped,1540,30,240,JL,1.00,$0.0000,1.00,$15.00,$15.00,$0.05,1.00
01-04-2024,240,Outter Limits,7902 N MacArthur Blvd,Oklahoma City,Oklahoma,73132,Outter Limits,,11,Shipping,1540,Fulfilled,Jared,,,,,,,1946,6987,Shipping,112,Shipping,Shipping Tracking: 1Z90V7160314315257,Shipping,11556,UPS,1,CWL Brands,Shipped,1540,30,240,JL,1.00,$0.0000,1.00,$0.00,$0.00,$0.00,4.00
01-04-2024,240,Outter Limits,7902 N MacArthur Blvd,Oklahoma City,Oklahoma,73132,Outter Limits,,136,Acrylic-003,1540,Fulfilled,Jared,,,,,,,1946,6979,Acrylic-003,112,2-Tier Acrylic Display  Empty White,2-Tier Acrylic Display  Empty White,Sale,11556,UPS,1,CWL Brands,Shipped,1540,30,240,JL,1.00,$19.9900,1.00,$0.00,$0.00,$0.00,3.00
01-04-2024,240,Outter Limits,7902 N MacArthur Blvd,Oklahoma City,Oklahoma,73132,Outter Limits,,156,MC8- Focus+Flow-(Refill),1540,Fulfilled,Jared,,,,,,,1946,6978,FG-F+F refill,112,MC8 Focus + Flow (Refill),Focus + Flow MC8-refill wt bx12,Sale,11556,UPS,1,CWL Brands,Shipped,1540,30,240,JL,6.00,$432.0000,1.00,$48.00,$288.00,$789.14,2.00
01-05-2024,511,Drip Botanical Tea Bar,6166 Gunn Hwy,Tampa,Florida,33625,Drip Botanical Tea Bar,,11,Shipping,1548,Fulfilled,Jared,,,,,,,1958,6990,Shipping,353,Shipping,Shipping,Shipping,11587,UPS,1,CWL Brands,Shipped,1548,30,511,JL,1.00,$0.0000,1.00,$90.00,$90.00,$0.05,3.00
01-05-2024,511,Drip Botanical Tea Bar,6166 Gunn Hwy,Tampa,Florida,33625,Drip Botanical Tea Bar,,11,Shipping,1548,Fulfilled,Jared,,,,,,,1958,6993,Shipping,353,Shipping,Shipping Tracking: 1Z90V7160314708074,Shipping,11587,UPS,1,CWL Brands,Shipped,1548,30,511,JL,1.00,$0.0000,1.00,$0.00,$0.00,$0.00,5.00
01-05-2024,511,Drip Botanical Tea Bar,6166 Gunn Hwy,Tampa,Florida,33625,Drip Botanical Tea Bar,,121,Acrylic-002,1548,Fulfilled,Jared,,,,,,,1958,6992,Acrylic-002,353,3-Tier Acrylic Display  Empty White,3-Tier Acrylic Display  Empty White,Sale,11587,UPS,1,CWL Brands,Shipped,1548,30,511,JL,1.00,$0.0000,1.00,$0.00,$0.00,$0.00,4.00
01-05-2024,511,Drip Botanical Tea Bar,6166 Gunn Hwy,Tampa,Florida,33625,Drip Botanical Tea Bar,,132,FG- MC8 release+relax,1548,Fulfilled,Jared,,,,,,,1958,6989,FG- MC8 Kanva OG Kanna+ Kava,353,MC8 release+relax,MC8 Kanva OG-Kanna+Kava,Sale,11587,UPS,1,CWL Brands,Shipped,1548,30,511,JL,1.00,$432.0000,1.00,$384.00,$384.00,$138.70,2.00
01-05-2024,511,Drip Botanical Tea Bar,6166 Gunn Hwy,Tampa,Florida,33625,Drip Botanical Tea Bar,,156,MC8- Focus+Flow-(Refill),1548,Fulfilled,Jared,,,,,,,1958,6988,FG-F+F refill,353,MC8 Focus + Flow (Refill),Focus + Flow MC8-refill wt bx12,Sale,11587,UPS,1,CWL Brands,Shipped,1548,30,511,JL,3.00,$432.0000,1.00,$360.00,"$1,080.00","$3,156.56",1.00
01-06-2024,115,Honest Inc,1802 Enterprise Blvd,West Sacramento,California,95691,Honest Inc,Ben Wallner,11,Shipping,1561,Fulfilled,DerekW,,,,,,,1970,7038,Shipping,25,Shipping,Shipping,Shipping,12119,UPS,1,CWL Brands,Shipped,1561,30,115,DW,1.00,$0.0000,1.00,$250.00,$250.00,$0.05,2.00
01-06-2024,115,Honest Inc,1802 Enterprise Blvd,West Sacramento,California,95691,Honest Inc,Ben Wallner,11,Shipping,1561,Fulfilled,DerekW,,,,,,,1970,7512,Shipping,25,Shipping,Shipping Tracking: XPO - 158-710215,Shipping,12119,UPS,1,CWL Brands,Shipped,1561,30,115,DW,1.00,$0.0000,1.00,$0.00,$0.00,$0.00,3.00
01-06-2024,115,Honest Inc,1802 Enterprise Blvd,West Sacramento,California,95691,Honest Inc,Ben Wallner,156,MC8- Focus+Flow-(Refill),1561,Fulfilled,DerekW,,,,,,,1970,7037,FG-F+F refill,25,MC8 Focus + Flow (Refill),Focus + Flow MC8-refill wt bx12,Sale,12119,UPS,1,CWL Brands,Shipped,1561,30,115,DW,42.00,$432.0000,1.00,$336.00,"$14,112.00","$6,575.27",1.00
01-08-2024,573,The Stash Smoke Shop Ltd,17411 SE McLoughlin Blvd,Milwaukie,Oregon,97267,The Stash Smoke Shop Ltd,,11,Shipping,1568,Fulfilled,Jared,,,,,,,1976,7048,Shipping,415,Shipping,Shipping,Shipping,11709,UPS,1,CWL Brands,Shipped,1568,30,573,JL,1.00,$0.0000,1.00,$30.00,$30.00,$0.05,2.00
01-08-2024,573,The Stash Smoke Shop Ltd,17411 SE McLoughlin Blvd,Milwaukie,Oregon,97267,The Stash Smoke Shop Ltd,,11,Shipping,1568,Fulfilled,Jared,,,,,,,1976,7065,Shipping,415,Shipping,Shipping Tracking: 1Z90V7160313738409,Shipping,11709,UPS,1,CWL Brands,Shipped,1568,30,573,JL,1.00,$0.0000,1.00,$0.00,$0.00,$0.00,3.00
01-08-2024,573,The Stash Smoke Shop Ltd,17411 SE McLoughlin Blvd,Milwaukie,Oregon,97267,The Stash Smoke Shop Ltd,,156,MC8- Focus+Flow-(Refill),1568,Fulfilled,Jared,,,,,,,1976,7047,FG-F+F refill,415,MC8 Focus + Flow (Refill),Focus + Flow MC8-refill wt bx12,Sale,11709,UPS,1,CWL Brands,Shipped,1568,30,573,JL,2.00,$432.0000,1.00,$408.00,$816.00,"$1,146.02",1.00
01-09-2024,114,Pot O' Gold Variety & Pawn,161 W Main Street,Camden,Tennessee,38320,Pot O' Gold Variety & Pawn,,11,Shipping,1575,Fulfilled,DerekW,,,,,,,1982,7063,Shipping,24,Shipping,Shipping,Shipping,11839,UPS,1,CWL Brands,Shipped,1575,30,114,DW,1.00,$0.0000,1.00,$50.00,$50.00,$0.05,3.00
01-09-2024,114,Pot O' Gold Variety & Pawn,161 W Main Street,Camden,Tennessee,38320,Pot O' Gold Variety & Pawn,,11,Shipping,1575,Fulfilled,DerekW,,,,,,,1982,7095,Shipping,24,Shipping,Shipping Tracking: 1Z90V7160329077693,Shipping,11839,UPS,1,CWL Brands,Shipped,1575,30,114,DW,1.00,$0.0000,1.00,$0.00,$0.00,$0.00,4.00
01-09-2024,114,Pot O' Gold Variety & Pawn,161 W Main Street,Camden,Tennessee,38320,Pot O' Gold Variety & Pawn,,131,FG- BX12 -release+relax,1575,Fulfilled,DerekW,,,,,,,1982,7062,FG- BX12 -Kanva OG 60ml,24,BX12 - release+relax,BX12 Kanva OG-Kanna+Kava 60ml,Sale,11839,UPS,1,CWL Brands,Shipped,1575,30,114,DW,4.00,$54.0000,1.00,$54.00,$216.00,$69.35,2.00
01-09-2024,114,Pot O' Gold Variety & Pawn,161 W Main Street,Camden,Tennessee,38320,Pot O' Gold Variety & Pawn,,156,MC8- Focus+Flow-(Refill),1575,Fulfilled,DerekW,,,,,,,1982,7061,FG-F+F refill,24,MC8 Focus + Flow (Refill),Focus + Flow MC8-refill wt bx12,Sale,11839,UPS,1,CWL Brands,Shipped,1575,30,114,DW,2.00,$432.0000,1.00,$408.00,$816.00,$521.86,1.00
01-09-2024,287,Number One Distro,5740 Logan Street,Denver,Colorado,80216,Number One Distro,,9,FG-BX12 Mango Extract Shot 120mg,1571,Fulfilled,Jared,,,,,,,1978,7054,FG- Mango Kanva Tincture 120mg,154,BX12 Mango Extract Shot 120mg,(BX 12) -12 units- Mango Kanva Tincture (BX12),Sale,11822,UPS,1,CWL Brands,Shipped,1571,30,287,JL,3.00,$72.0000,1.00,$0.00,$0.00,$0.00,2.00
01-09-2024,287,Number One Distro,5740 Logan Street,Denver,Colorado,80216,Number One Distro,,11,Shipping,1571,Fulfilled,Jared,,,,,,,1978,7086,Shipping,154,Shipping,Shipping Tracking: 1Z90V7160326091913,Shipping,11822,UPS,1,CWL Brands,Shipped,1571,30,287,JL,1.00,$0.0000,1.00,$0.00,$0.00,$0.00,3.00
01-09-2024,287,Number One Distro,5740 Logan Street,Denver,Colorado,80216,Number One Distro,,156,MC8- Focus+Flow-(Refill),1571,Fulfilled,Jared,,,,,,,1978,7053,FG-F+F refill,154,MC8 Focus + Flow (Refill),Focus + Flow MC8-refill wt bx12,Sale,11822,UPS,1,CWL Brands,Shipped,1571,30,287,JL,12.00,$432.0000,1.00,$360.00,"$4,320.00","$6,876.11",1.00
01-09-2024,317,Smoke for Less,1105 Gallatin Pike N,Madison,Tennessee,37115,Smoke for Less,,9,FG-BX12 Mango Extract Shot 120mg,1569,Fulfilled,Jared,,,,,,,1977,7050,FG- Mango Kanva Tincture 120mg,184,BX12 Mango Extract Shot 120mg,(BX 12) -12 units- Mango Kanva Tincture (BX12),Sale,11716,UPS,1,CWL Brands,Shipped,1569,30,317,JL,5.00,$72.0000,1.00,$72.00,$360.00,$65.29,2.00
01-09-2024,317,Smoke for Less,1105 Gallatin Pike N,Madison,Tennessee,37115,Smoke for Less,,11,Shipping,1569,Fulfilled,Jared,,,,,,,1977,7052,Shipping,184,Shipping,Shipping,Shipping,11716,UPS,1,CWL Brands,Shipped,1569,30,317,JL,1.00,$0.0000,1.00,$70.00,$70.00,$0.05,4.00
01-09-2024,317,Smoke for Less,1105 Gallatin Pike N,Madison,Tennessee,37115,Smoke for Less,,11,Shipping,1569,Fulfilled,Jared,,,,,,,1977,7067,Shipping,184,Shipping,Shipping Tracking: 1Z90V7160336714883,Shipping,11716,UPS,1,CWL Brands,Shipped,1569,30,317,JL,1.00,$0.0000,1.00,$0.00,$0.00,$0.00,5.00
01-09-2024,317,Smoke for Less,1105 Gallatin Pike N,Madison,Tennessee,37115,Smoke for Less,,131,FG- BX12 -release+relax,1569,Fulfilled,Jared,,,,,,,1977,7051,FG- BX12 -Kanva OG 60ml,184,BX12 - release+relax,BX12 Kanva OG-Kanna+Kava 60ml,Sale,11716,UPS,1,CWL Brands,Shipped,1569,30,317,JL,4.00,$54.0000,1.00,$54.00,$216.00,$69.35,3.00
01-09-2024,317,Smoke for Less,1105 Gallatin Pike N,Madison,Tennessee,37115,Smoke for Less,,156,MC8- Focus+Flow-(Refill),1569,Fulfilled,Jared,,,,,,,1977,7049,FG-F+F refill,184,MC8 Focus + Flow (Refill),Focus + Flow MC8-refill wt bx12,Sale,11716,UPS,1,CWL Brands,Shipped,1569,30,317,JL,2.00,$432.0000,1.00,$384.00,$768.00,"$1,146.02",1.00
01-09-2024,493,Sky Rise Vapor Garland,4002 Broadway Blvd,Garland,Texas,75043,Sky Rise Vapor Garland,,11,Shipping,1573,Fulfilled,DerekW,,,,,,,1980,7060,Shipping,336,Shipping,Shipping,Shipping,11730,UPS,1,CWL Brands,Shipped,1573,30,493,DW,1.00,$0.0000,1.00,$15.00,$15.00,$0.05,2.00
01-09-2024,493,Sky Rise Vapor Garland,4002 Broadway Blvd,Garland,Texas,75043,Sky Rise Vapor Garland,,11,Shipping,1573,Fulfilled,DerekW,,,,,,,1980,7064,Shipping,336,Shipping,Shipping Tracking: 1Z90V7160331466786,Shipping,11730,UPS,1,CWL Brands,Shipped,1573,30,493,DW,1.00,$0.0000,1.00,$0.00,$0.00,$0.00,3.00
01-09-2024,493,Sky Rise Vapor Garland,4002 Broadway Blvd,Garland,Texas,75043,Sky Rise Vapor Garland,,156,MC8- Focus+Flow-(Refill),1573,Fulfilled,DerekW,,,,,,,1980,7059,FG-F+F refill,336,MC8 Focus + Flow (Refill),Focus + Flow MC8-refill wt bx12,Sale,11730,UPS,1,CWL Brands,Shipped,1573,30,493,DW,1.00,$432.0000,1.00,$408.00,$408.00,$573.01,1.00
01-09-2024,494,#1 Tobacco,1888 SE Sedgwick Rd Suite #104,Port Orchard,Washington,98366,#1 Tobacco,,11,Shipping,1487,Fulfilled,DerekW,,,,,,,1898,7137,Shipping,337,Shipping,Shipping Tracking: 1Z90V7160305394706,Shipping,11891,UPS,1,CWL Brands,Shipped,1487,30,494,DW,1.00,$0.0000,1.00,$0.00,$0.00,$0.00,6.00
01-09-2024,504,Raw Distribution,1609 Abram Ct,San Leandro,California,94577,Raw Distribution,,11,Shipping,1574,Fulfilled,DerekW,,,,,,,1981,7058,Shipping,347,Shipping,Shipping,Shipping,11747,UPS,1,CWL Brands,Shipped,1574,30,504,DW,1.00,$0.0000,1.00,$200.00,$200.00,$0.05,2.00
01-09-2024,504,Raw Distribution,1609 Abram Ct,San Leandro,California,94577,Raw Distribution,,11,Shipping,1574,Fulfilled,DerekW,,,,,,,1981,7071,Shipping,347,Shipping,Shipping Tracking: 1Z90V7160330814955,Shipping,11747,UPS,1,CWL Brands,Shipped,1574,30,504,DW,1.00,$0.0000,1.00,$0.00,$0.00,$0.00,3.00
01-09-2024,504,Raw Distribution,1609 Abram Ct,San Leandro,California,94577,Raw Distribution,,156,MC8- Focus+Flow-(Refill),1574,Fulfilled,DerekW,,,,,,,1981,7057,FG-F+F refill,347,MC8 Focus + Flow (Refill),Focus + Flow MC8-refill wt bx12,Sale,11747,UPS,1,CWL Brands,Shipped,1574,30,504,DW,10.00,$432.0000,1.00,$360.00,"$3,600.00","$5,730.09",1.00
01-09-2024,529,Ashland,2931 N Main St,Walnut Creek,California,94597,Ashland,,11,Shipping,1576,Fulfilled,DerekW,,,,,,,1983,7070,Shipping,371,Shipping,Shipping,Shipping,11785,UPS,1,CWL Brands,Shipped,1576,30,529,DW,1.00,$0.0000,1.00,$200.00,$200.00,$0.05,2.00
01-09-2024,529,Ashland,2931 N Main St,Walnut Creek,California,94597,Ashland,,11,Shipping,1576,Fulfilled,DerekW,,,,,,,1983,7079,Shipping,371,Shipping,Shipping Tracking: 1Z90V7160306887226,Shipping,11785,UPS,1,CWL Brands,Shipped,1576,30,529,DW,1.00,$0.0000,1.00,$0.00,$0.00,$0.00,3.00
01-09-2024,529,Ashland,2931 N Main St,Walnut Creek,California,94597,Ashland,,156,MC8- Focus+Flow-(Refill),1576,Fulfilled,DerekW,,,,,,,1983,7069,FG-F+F refill,371,MC8 Focus + Flow (Refill),Focus + Flow MC8-refill wt bx12,Sale,11785,UPS,1,CWL Brands,Shipped,1576,30,529,DW,10.00,$432.0000,1.00,$384.00,"$3,840.00","$5,730.09",1.00
01-11-2024,113,Aryana Wholesale,280 E Larch Rd STE 110,Tracy,California,95304,Aryana Wholesale,Ben Wallner,11,Shipping,1582,Fulfilled,DerekW,,,,,,,1989,7149,Shipping,23,Shipping,Shipping Tracking: 1Z90V7160312186801,Shipping,11921,UPS,1,CWL Brands,Shipped,1582,30,113,DW,1.00,$0.0000,1.00,$0.00,$0.00,$0.00,2.00
01-11-2024,113,Aryana Wholesale,280 E Larch Rd STE 110,Tracy,California,95304,Aryana Wholesale,Ben Wallner,156,MC8- Focus+Flow-(Refill),1582,Fulfilled,DerekW,,,,,,,1989,7120,FG-F+F refill,23,MC8 Focus + Flow (Refill),Focus + Flow MC8-refill wt bx12,Sale,11921,UPS,1,CWL Brands,Shipped,1582,30,113,DW,15.00,$432.0000,1.00,$336.00,"$5,040.00","$3,152.47",1.00
01-11-2024,495,purple haze vape n smoke shop,12423 bandera rd,helotes,Texas,78023,purple haze vape n smoke shop,,11,Shipping,1579,Fulfilled,Jared,,,,,,,1986,7111,Shipping,338,Shipping,Shipping,Shipping,11877,UPS,1,CWL Brands,Shipped,1579,30,495,JL,1.00,$0.0000,1.00,$35.00,$35.00,$35.00,14.00
01-11-2024,495,purple haze vape n smoke shop,12423 bandera rd,helotes,Texas,78023,purple haze vape n smoke shop,,11,Shipping,1579,Fulfilled,Jared,,,,,,,1986,7134,Shipping,338,Shipping,Shipping Tracking: 1Z90V7160314738685,Shipping,11877,UPS,1,CWL Brands,Shipped,1579,30,495,JL,1.00,$0.0000,1.00,$0.00,$0.00,$0.00,16.00
01-11-2024,495,purple haze vape n smoke shop,12423 bandera rd,helotes,Texas,78023,purple haze vape n smoke shop,,25,FG- 75ct Red Caps,1579,Fulfilled,Jared,,,,,,,1986,7106,FG- 75 ct Red Caps Kanva,338,75ct Red Caps,75ct Red Caps Kanva,Sale,11877,UPS,1,CWL Brands,Shipped,1579,30,495,JL,3.00,$6.0000,1.00,$5.00,$15.00,$5.54,9.00
01-11-2024,495,purple haze vape n smoke shop,12423 bandera rd,helotes,Texas,78023,purple haze vape n smoke shop,,26,FG- 75ct White Caps,1579,Fulfilled,Jared,,,,,,,1986,7107,FG- 75 ct White Caps Kanva,338,75ct White Caps,75ct White Caps Kanva,Sale,11877,UPS,1,CWL Brands,Shipped,1579,30,495,JL,3.00,$6.0000,1.00,$5.00,$15.00,$5.54,10.00
01-11-2024,495,purple haze vape n smoke shop,12423 bandera rd,helotes,Texas,78023,purple haze vape n smoke shop,,27,FG- 75ct Green Caps,1579,Fulfilled,Jared,,,,,,,1986,7105,FG- 75 ct Green Caps Kanva,338,75ct Green Caps,75ct Green Caps Kanva,Sale,11877,UPS,1,CWL Brands,Shipped,1579,30,495,JL,3.00,$6.0000,1.00,$5.00,$15.00,$5.55,8.00
01-11-2024,495,purple haze vape n smoke shop,12423 bandera rd,helotes,Texas,78023,purple haze vape n smoke shop,,28,FG-150ct Red Caps,1579,Fulfilled,Jared,,,,,,,1986,7109,FG-150 ct Red Caps Kanva,338,150ct Red Caps,150ct Red Caps Kanva,Sale,11877,UPS,1,CWL Brands,Shipped,1579,30,495,JL,3.00,$11.0000,1.00,$7.50,$22.50,$9.85,12.00
01-11-2024,495,purple haze vape n smoke shop,12423 bandera rd,helotes,Texas,78023,purple haze vape n smoke shop,,29,FG-150ct White Caps,1579,Fulfilled,Jared,,,,,,,1986,7110,FG-150 ct White Caps Kanva,338,150ct White Caps,150ct White Caps Kanva,Sale,11877,UPS,1,CWL Brands,Shipped,1579,30,495,JL,3.00,$11.0000,1.00,$7.50,$22.50,$9.87,13.00
01-11-2024,495,purple haze vape n smoke shop,12423 bandera rd,helotes,Texas,78023,purple haze vape n smoke shop,,30,FG-150ct Green Caps,1579,Fulfilled,Jared,,,,,,,1986,7108,FG-150 ct Green Caps Kanva,338,150ct Green Caps,150ct Green Caps Kanva,Sale,11877,UPS,1,CWL Brands,Shipped,1579,30,495,JL,3.00,$11.0000,1.00,$7.50,$22.50,$9.87,11.00
01-11-2024,495,purple haze vape n smoke shop,12423 bandera rd,helotes,Texas,78023,purple haze vape n smoke shop,,40,FG- 60g Red Powder,1579,Fulfilled,Jared,,,,,,,1986,7100,FG- 60 gram Red Powder Kanva,338,60g Red Powder,60g Red Powder Kanva,Sale,11877,UPS,1,CWL Brands,Shipped,1579,30,495,JL,3.00,$6.5000,1.00,$5.00,$15.00,$5.09,3.00
01-11-2024,495,purple haze vape n smoke shop,12423 bandera rd,helotes,Texas,78023,purple haze vape n smoke shop,,41,FG- 60g White Powder,1579,Fulfilled,Jared,,,,,,,1986,7101,FG- 60 gram White Powder Kanva,338,60g White Powder,60g White Powder Kanva,Sale,11877,UPS,1,CWL Brands,Shipped,1579,30,495,JL,3.00,$6.5000,1.00,$5.00,$15.00,$5.09,4.00
01-11-2024,495,purple haze vape n smoke shop,12423 bandera rd,helotes,Texas,78023,purple haze vape n smoke shop,,42,FG- 60g Green Powder,1579,Fulfilled,Jared,,,,,,,1986,7099,FG- 60 gram Green Powder Kanva,338,60g Green Powder,60g Green Powder Kanva,Sale,11877,UPS,1,CWL Brands,Shipped,1579,30,495,JL,3.00,$6.5000,1.00,$5.00,$15.00,$5.09,2.00
01-11-2024,495,purple haze vape n smoke shop,12423 bandera rd,helotes,Texas,78023,purple haze vape n smoke shop,,43,FG-120g Red Powder,1579,Fulfilled,Jared,,,,,,,1986,7103,FG-120 gram Red Powder Kanva,338,120g Red Powder,120g Red Powder Kanva,Sale,11877,UPS,1,CWL Brands,Shipped,1579,30,495,JL,3.00,$11.5000,1.00,$7.50,$22.50,$7.97,6.00
01-11-2024,495,purple haze vape n smoke shop,12423 bandera rd,helotes,Texas,78023,purple haze vape n smoke shop,,44,FG-120g White Powder,1579,Fulfilled,Jared,,,,,,,1986,7104,FG-120 gram White Powder Kanva,338,120g White Powder,120g White Powder Kanva,Sale,11877,UPS,1,CWL Brands,Shipped,1579,30,495,JL,3.00,$11.5000,1.00,$7.50,$22.50,$8.00,7.00
01-11-2024,495,purple haze vape n smoke shop,12423 bandera rd,helotes,Texas,78023,purple haze vape n smoke shop,,45,FG-120g Green Powder,1579,Fulfilled,Jared,,,,,,,1986,7102,FG-120 gram -Green Powder Kanva,338,120g  Green Powder,120g - Green Powder Kanva,Sale,11877,UPS,1,CWL Brands,Shipped,1579,30,495,JL,3.00,$11.5000,1.00,$7.50,$22.50,$7.97,5.00
01-11-2024,495,purple haze vape n smoke shop,12423 bandera rd,helotes,Texas,78023,purple haze vape n smoke shop,,156,MC8- Focus+Flow-(Refill),1579,Fulfilled,Jared,,,,,,,1986,7097,FG-F+F refill,338,MC8 Focus + Flow (Refill),Focus + Flow MC8-refill wt bx12,Sale,11877,UPS,1,CWL Brands,Shipped,1579,30,495,JL,1.00,$432.0000,1.00,$408.00,$408.00,$227.22,1.00
01-11-2024,495,purple haze vape n smoke shop,12423 bandera rd,helotes,Texas,78023,purple haze vape n smoke shop,,156,MC8- Focus+Flow-(Refill),1579,Fulfilled,Jared,,,,,,,1986,7121,FG-F+F refill,338,MC8 Focus + Flow (Refill),Focus + Flow MC8-refill wt bx12,Sale,11877,UPS,1,CWL Brands,Shipped,1579,30,495,JL,4.00,$432.0000,1.00,$51.00,$204.00,$113.61,15.00
01-12-2024,696,Reno Smokeshop & Headshop,2900 Clear Acre Ln Suite # i,Reno,Nevada,89512,Reno Smokeshop & Headshop,,11,Shipping,1591,Fulfilled,Jared,,,,,,,1996,7164,Shipping,536,Shipping,Shipping Tracking: 1Z90V7160316920778,Shipping,11945,UPS,1,CWL Brands,Shipped,1591,30,696,JL,1.00,$0.0000,1.00,$0.00,$0.00,$0.00,13.00
01-12-2024,696,Reno Smokeshop & Headshop,2900 Clear Acre Ln Suite # i,Reno,Nevada,89512,Reno Smokeshop & Headshop,,13,FG-Kanva Mango Extract 120mg,1591,Fulfilled,Jared,,,,,,,1996,7155,FG- Mango Tincture 15ml,536,15ml Mango Extract 120mg,(EA)15ml Mango shot- Kanva- 120mg,Sale,11945,UPS,1,CWL Brands,Shipped,1591,30,696,JL,3.00,$6.0000,1.00,$0.00,$0.00,$0.00,4.00
01-12-2024,696,Reno Smokeshop & Headshop,2900 Clear Acre Ln Suite # i,Reno,Nevada,89512,Reno Smokeshop & Headshop,,19,FG-20ct White Caps,1591,Fulfilled,Jared,,,,,,,1996,7159,20ct White Caps Kanva,536,20ct White Caps,20ct White Caps Kanva,Sale,11945,UPS,1,CWL Brands,Shipped,1591,30,696,JL,1.00,$2.5000,1.00,$0.00,$0.00,$0.00,8.00
