Customer id,Sales order Number,Posting Date,Customer,Billing Name,Billing Address,Bill to city,Billing State,Billing Zip,Sales Order ID,Unit price,Product ID,Product,Product desc,Sales Order Product ID,Sales person,Invoiced cost,Invoiced margin,Revenue,Order value
1719,10187,01-28-2026,Lamar Grocery,Lamar Grocery,2238 S Lamar BLVD,Austin,Texas,78704,25539,$0.00,74,CC Processing,Credit Card Processing Fee,79169,Jared,$0.00,$8.97,$8.97,$8.97
1719,10187,01-28-2026,Lamar Grocery,Lamar Grocery,2238 S Lamar BLVD,Austin,Texas,78704,25539,$60.00,207,KB-3000,Focus+Flow 12PK,77382,Jared,$10.49,-$10.49,$0.00,$0.00
1719,10187,01-28-2026,Lamar Grocery,Lamar Grocery,2238 S Lamar BLVD,Austin,Texas,78704,25539,$72.00,204,KB-3003,Mango-Tango 12pk,77386,Jared,$17.24,-$17.24,$0.00,$0.00
1719,10187,01-28-2026,Lamar Grocery,Lamar Grocery,2238 S Lamar BLVD,Austin,Texas,78704,25539,$60.00,193,KB-3001,Release + Relax 12pk,77385,Jared,$16.50,-$16.50,$0.00,$0.00
1719,10187,01-28-2026,Lamar Grocery,Lamar Grocery,2238 S Lamar BLVD,Austin,Texas,78704,25539,$42.00,196,KB-3002,Zoom 12PK,77384,Jared,$32.46,-$32.46,$0.00,$0.00
1724,10210,01-28-2026,Smokeland,Smokeland,11655 Research Blvd #2,Austin,Texas,78759,25611,$0.00,199,Acrylic-007,4-Tier Acrylic Focus+Flow Topper-  Empty White,77627,Jared,$31.75,$267.25,$299.00,$299.00
1724,10210,01-28-2026,Smokeland,Smokeland,11655 Research Blvd #2,Austin,Texas,78759,25611,$0.00,74,CC Processing,Credit Card Processing Fee,79168,Jared,$0.00,$8.97,$8.97,$8.97
1724,10210,01-28-2026,Smokeland,Smokeland,11655 Research Blvd #2,Austin,Texas,78759,25611,$60.00,207,KB-3000,Focus+Flow 12PK,77628,Jared,$10.49,-$10.49,$0.00,$0.00
1724,10210,01-28-2026,Smokeland,Smokeland,11655 Research Blvd #2,Austin,Texas,78759,25611,$72.00,204,KB-3003,Mango-Tango 12pk,77632,Jared,$17.24,-$17.24,$0.00,$0.00
1724,10210,01-28-2026,Smokeland,Smokeland,11655 Research Blvd #2,Austin,Texas,78759,25611,$60.00,193,KB-3001,Release + Relax 12pk,77631,Jared,$16.50,-$16.50,$0.00,$0.00
1724,10210,01-28-2026,Smokeland,Smokeland,11655 Research Blvd #2,Austin,Texas,78759,25611,$42.00,196,KB-3002,Zoom 12PK,77630,Jared,$32.46,-$32.46,$0.00,$0.00
1011,10342,01-28-2026,CA Wholesale,CA Wholesale,5722 Logan Court,Denver,Colorado,80216,26090,$576.00,206,KB-4000,Focus MC12,79316,BrandonG,"$24,808.00","$39,704.00","$64,512.00","$64,512.00"
125,10312,01-28-2026,Colorado Herbal Imports | Eroy,Colorado Herbal Imports | Eroy,"6221 S Santa Fe Drive, Unit A",Littleton,Colorado,80246,25931,$576.00,206,KB-4000,Focus MC12,78720,BrandonG,"$6,202.00","$11,337.20","$17,539.20","$17,539.20"
1181,10338,01-28-2026,Vape Colorado,Vape Colorado,634 S. Mason St. Unit 1,Fort Collins,Colorado,80524,26060,$0.00,74,CC Processing,Credit Card Processing Fee,79368,BrandonG,$0.00,$1.95,$1.95,$1.95
1181,10338,01-28-2026,Vape Colorado,Vape Colorado,634 S. Mason St. Unit 1,Fort Collins,Colorado,80524,26060,$60.00,207,KB-3000,Focus+Flow 12PK,79211,BrandonG,$5.25,$54.75,$60.00,$60.00
1181,10338,01-28-2026,Vape Colorado,Vape Colorado,634 S. Mason St. Unit 1,Fort Collins,Colorado,80524,26060,$0.00,212,KB-2004,RAW 60 ml single bottle,79212,BrandonG,$0.00,$18.00,$18.00,$18.00
1181,10338,01-28-2026,Vape Colorado,Vape Colorado,634 S. Mason St. Unit 1,Fort Collins,Colorado,80524,26060,$0.00,11,Shipping,Shipping,79214,BrandonG,$0.05,$4.95,$5.00,$5.00
1181,10338,01-28-2026,Vape Colorado,Vape Colorado,634 S. Mason St. Unit 1,Fort Collins,Colorado,80524,26060,$0.00,0,,,79213,BrandonG,$0.00,-$18.00,-$18.00,$0.00
686,10319,01-28-2026,WILD SIDE FORT COLLINS-FC2 (CO),WILD SIDE FORT COLLINS-FC2 (CO),1414 E. Harmony Rd. Unit 3E,Fort Collins,Colorado,80525,26000,$576.00,206,KB-4000,Focus MC12,78924,admin,"$2,879.50","$5,825.30","$8,704.80","$8,704.80"
998,10341,01-28-2026,The Hideout Vape & Glass | CO,The Hideout Vape & Glass | CO,104 E 29th St suite d,Loveland,Colorado,80538,26089,$4.50,186,KB-2000,FG-Focus and Flow 2oz,79313,BrandonG,$0.65,$4.35,$5.00,$5.00
998,10341,01-28-2026,The Hideout Vape & Glass | CO,The Hideout Vape & Glass | CO,104 E 29th St suite d,Loveland,Colorado,80538,26089,$576.00,206,KB-4000,Focus MC12,79312,BrandonG,$457.82,$982.18,"$1,440.00","$1,440.00"
998,10341,01-28-2026,The Hideout Vape & Glass | CO,The Hideout Vape & Glass | CO,104 E 29th St suite d,Loveland,Colorado,80538,26089,$0.00,213,KB-3004,RAW 12 pk,79314,BrandonG,$0.00,$27.00,$27.00,$27.00
998,10341,01-28-2026,The Hideout Vape & Glass | CO,The Hideout Vape & Glass | CO,104 E 29th St suite d,Loveland,Colorado,80538,26089,$0.00,0,,,79315,BrandonG,$0.00,-$32.00,-$32.00,$0.00
1639,10336,01-28-2026,SF Professional Distribution LLC,SF Professional Distributions LLC,2350 W Hemingway Blvd,Nampa,Idaho,83651,26054,$576.00,206,KB-4000,Focus MC12,79193,admin,"$4,430.00","$9,250.00","$13,680.00","$13,680.00"
116,10331,01-28-2026,Elevated Alternatives,Elevated Alternatives,607 n Orchard,boise,Idaho,83706,26039,$576.00,206,KB-4000,Focus MC12,79126,admin,$915.65,"$1,388.35","$2,304.00","$2,304.00"
116,10331,01-28-2026,Elevated Alternatives,Elevated Alternatives,607 n Orchard,boise,Idaho,83706,26039,$504.00,197,KB-4002,Zoom MC (12 boxes),79127,admin,$119.31,$348.69,$468.00,$468.00
92,10346,01-28-2026,Durity Distro,Durity Distro,"2623 s Fry st, Unit 154",Boise,Idaho,83709,26106,$42.00,196,KB-3002,Zoom 12PK,79389,admin,$64.92,$103.08,$168.00,$168.00
92,10346,01-28-2026,Durity Distro,Durity Distro,"2623 s Fry st, Unit 154",Boise,Idaho,83709,26106,$504.00,197,KB-4002,Zoom MC (12 boxes),79388,admin,$238.61,$625.39,$864.00,$864.00
92,10346,01-28-2026,Durity Distro,Durity Distro,"2623 s Fry st, Unit 154",Boise,Idaho,83709,26106,$0.00,0,,,79390,admin,$0.00,-$168.00,-$168.00,$0.00
151,10317,01-28-2026,ISmoke Cigars and Vape LLC,ISmoke Cigars and Vape LLC,20731 N Scottsdale Road Unit 103,Scottsdale,Arizona,85255,25999,$576.00,206,KB-4000,Focus MC12,78916,Jared,"$12,404.00","$19,852.00","$32,256.00","$32,256.00"
151,10317,01-28-2026,ISmoke Cigars and Vape LLC,ISmoke Cigars and Vape LLC,20731 N Scottsdale Road Unit 103,Scottsdale,Arizona,85255,25999,$0.00,11,Shipping,Shipping,78917,Jared,$0.05,$321.95,$322.00,$322.00
855,10340,01-28-2026,WILD SIDE TUCSON-TUC (AZ),WILD SIDE TUCSON-TUC (AZ),427 N. 4th Ave.,Tucson,Arizona,85705,26070,$60.00,207,KB-3000,Focus+Flow 12PK,79238,admin,$31.47,$303.33,$334.80,$334.80
1690,10339,01-28-2026,Aloha Vibrations,Aloha Vibrations,"ATTN: Christy
1616 Liliha Street #104",Honolulu,Hawaii,96817,26061,$0.00,74,CC Processing,Credit Card Processing Fee,79408,BrandonG,$0.00,$8.47,$8.47,$8.47
1690,10339,01-28-2026,Aloha Vibrations,Aloha Vibrations,"ATTN: Christy
1616 Liliha Street #104",Honolulu,Hawaii,96817,26061,$60.00,207,KB-3000,Focus+Flow 12PK,79224,BrandonG,$15.74,$164.26,$180.00,$180.00
1690,10339,01-28-2026,Aloha Vibrations,Aloha Vibrations,"ATTN: Christy
1616 Liliha Street #104",Honolulu,Hawaii,96817,26061,$60.00,193,KB-3001,Release + Relax 12pk,79225,BrandonG,$16.50,$37.50,$54.00,$54.00
1690,10339,01-28-2026,Aloha Vibrations,Aloha Vibrations,"ATTN: Christy
1616 Liliha Street #104",Honolulu,Hawaii,96817,26061,$0.00,11,Shipping,Shipping,79226,BrandonG,$0.05,$48.42,$48.47,$48.47
