SO #,Customer,Customer PO,"State/
Province",Sales Person,Date Issued,Date Scheduled,Date Fulfilled,Status,Ordered,Shipped
9685,Space Smoke Shop,,NJ,DerekW,12/1/2025,12/1/2025,12/1/2025,Fulfilled,$262.65 ,$262.65 
9686,Tacony,,PA,DerekW,12/1/2025,12/1/2025,12/1/2025,Fulfilled,"$64,912 ","$64,912 "
9718,Maine Smoke Shop,,ME,DerekW,12/4/2025,12/4/2025,12/4/2025,Fulfilled,$243 ,$243 
9735,Continental Smoke Shop,,NY,DerekW,12/5/2025,12/4/2025,12/5/2025,Fulfilled,$750 ,$750 
9771,Maine Smoke Shop,,ME,DerekW,12/9/2025,12/8/2025,12/9/2025,Fulfilled,$614 ,$614 
9784,Erie Distributors,,PA,DerekW,12/8/2025,12/8/2025,12/8/2025,Fulfilled,$0 ,$0 
9785,Giant Distribution,,PA,DerekW,12/8/2025,12/8/2025,12/8/2025,Fulfilled,$0 ,$0 
9786,Savage Wholesale,,MN,DerekW,12/8/2025,12/8/2025,12/8/2025,Fulfilled,$0 ,$0 
9787,Maine Smoke Shop,,ME,DerekW,12/8/2025,12/8/2025,12/8/2025,Fulfilled,$0 ,$0 
9788,Tacony,,PA,DerekW,12/8/2025,12/8/2025,12/8/2025,Fulfilled,$0 ,$0 
9789,Portland Smoke & Vape,,ME,DerekW,12/8/2025,12/8/2025,12/8/2025,Fulfilled,$0 ,$0 
9790,The Hemp Social,,NJ,DerekW,12/8/2025,12/8/2025,12/8/2025,Fulfilled,$0 ,$0 
9791,pittsburgh wholesale,,PA,DerekW,12/8/2025,12/8/2025,12/8/2025,Fulfilled,$0 ,$0 
9792,Pehnawa Distro,,NY,DerekW,12/8/2025,12/8/2025,12/8/2025,Fulfilled,$0 ,$0 
9793,Miracle Distributor,,PA,DerekW,12/8/2025,12/8/2025,12/8/2025,Fulfilled,$0 ,$0 
9794,Zee Wholesale,,MI,DerekW,12/8/2025,12/8/2025,12/8/2025,Fulfilled,$0 ,$0 
9882,The Vape Way,,MA,DerekW,12/11/2025,12/10/2025,12/11/2025,Fulfilled,"$2,160 ","$2,160 "
9892,Maine Smoke Shop,,ME,DerekW,12/11/2025,12/11/2025,12/11/2025,Fulfilled,$177 ,$177 
9909,Britain One Stop Inc,,PA,DerekW,12/15/2025,12/15/2025,12/15/2025,Fulfilled,$403.76 ,$403.76 
9911,New Smoke Shop,,MA,DerekW,12/15/2025,12/15/2025,12/15/2025,Fulfilled,$244 ,$244 
9916,Cigarville Inc,,NY,DerekW,12/16/2025,12/15/2025,12/16/2025,Fulfilled,$750 ,$750 
9923,Noreservations,,NY,DerekW,12/17/2025,12/16/2025,12/19/2025,Fulfilled,$260.08 ,$260.08 
9931,Mahant 342 Inc,,NY,DerekW,12/17/2025,12/17/2025,12/17/2025,Fulfilled,"$1,332 ","$1,332 "
9933,Tacony,,PA,DerekW,12/18/2025,12/17/2025,12/19/2025,Fulfilled,"$64,912 ","$64,912 "
9938,Miracle Distributor,,PA,DerekW,12/23/2025,12/17/2025,12/23/2025,Fulfilled,"$37,339.20 ","$37,339.20 "
9950,Portland Smoke & Vape,,ME,DerekW,12/19/2025,12/19/2025,12/22/2025,Fulfilled,"$2,743.92 ","$2,743.92 "
10018,C's Liquor,,IA,Jared,12/29/2025,12/29/2025,12/29/2025,Fulfilled,$190 ,$190 
10054,C's Liquor,,IA,Jared,12/30/2025,12/30/2025,12/31/2025,Fulfilled,$136 ,$136 
9411,skyhigh distribution,,AZ,Jared,12/2/2025,11/3/2025,12/2/2025,Fulfilled,"$69,229 ","$69,229 "
9652,Marathon- Twin Falls,,ID,Jared,12/1/2025,11/24/2025,12/1/2025,Fulfilled,$299 ,$299 
9687,Tommy's║U Pump It,,KS,Jared,12/1/2025,12/1/2025,12/1/2025,Fulfilled,$216 ,$216 
9705,Nikk Drips,,ID,Jared,12/2/2025,12/2/2025,12/2/2025,Fulfilled,$762.20 ,$762.20 
9706,Body Logix | TX,,TX,Jared,12/2/2025,12/2/2025,12/2/2025,Fulfilled,$60 ,$60 
9795,ISmoke Cigars and Vape LLC,,AZ,Jared,12/8/2025,12/8/2025,12/8/2025,Fulfilled,$0 ,$0 
9796,Cleveland CNC LLC (Metro Smoke Wholesale),,OH,Jared,12/8/2025,12/8/2025,12/8/2025,Fulfilled,$0 ,$0 
9797,The Kratom Depot,,MS,Jared,12/9/2025,12/8/2025,12/9/2025,Fulfilled,$220.42 ,$220.42 
9798,Majestic Distribtion LLC,,IA,Jared,12/8/2025,12/8/2025,12/8/2025,Fulfilled,$0 ,$0 
9799,LV Cash n Carry Attn Parth,,NV,Jared,12/8/2025,12/8/2025,12/8/2025,Fulfilled,$0 ,$0 
9800,Luv Wholesale & Distro,,NV,Jared,12/8/2025,12/8/2025,12/8/2025,Fulfilled,$0 ,$0 
9801,Nimbus Wholesale (CO Springs),,CO,Jared,12/8/2025,12/8/2025,12/8/2025,Fulfilled,$0 ,$0 
9802,Nimbus Wholesale,,CO,Jared,12/8/2025,12/8/2025,12/8/2025,Fulfilled,$0 ,$0 
9803,Number One Distro,,CO,Jared,12/8/2025,12/8/2025,12/8/2025,Fulfilled,$0 ,$0 
9804,Amia Trading - AWS,,TX,Jared,12/8/2025,12/8/2025,12/8/2025,Fulfilled,$0 ,$0 
9805,Sema-Vape International,,MN,Jared,12/8/2025,12/8/2025,12/8/2025,Fulfilled,$0 ,$0 
9806,sky high Distribution,,AZ,Jared,12/8/2025,12/8/2025,12/8/2025,Fulfilled,$0 ,$0 
9807,Sooners Wholesale,,OK,Jared,12/8/2025,12/8/2025,12/8/2025,Fulfilled,$0 ,$0 
9821,The Kind Connection Smoke Shop,,AZ,Jared,12/9/2025,12/8/2025,12/9/2025,Fulfilled,$524 ,$524 
9872,505 Vape World,,NM,Jared,12/9/2025,12/9/2025,12/10/2025,Fulfilled,$383.16 ,$383.16 
9901,House Samples,,ID,Jared,12/12/2025,12/12/2025,12/12/2025,Fulfilled,$0 ,$0 
9918,Smoke Stop (Spencer),,IA,Jared,12/29/2025,12/15/2025,12/29/2025,Fulfilled,"$1,483.20 ","$1,483.20 "
9922,Sema-Vape International,,MN,Jared,12/17/2025,12/16/2025,12/17/2025,Fulfilled,"$34,786 ","$34,786 "
9936,C's Liquor,,IA,Jared,12/17/2025,12/17/2025,12/17/2025,Fulfilled,$89 ,$89 
9949,Nimbus Wholesale,,CO,Jared,12/22/2025,12/19/2025,12/23/2025,Fulfilled,"$34,614.72 ","$34,614.72 "
9991,HAWK DISTRO,,NV,Jared,12/23/2025,12/22/2025,12/23/2025,Fulfilled,"$17,370 ","$17,370 "
10022,Mad Hatters Tea & Gifts,,TN,Zalak,12/29/2025,12/28/2025,12/29/2025,Fulfilled,$482 ,$482 
9666,Mad Hatters Tea & Gifts,,TN,Zalak,12/1/2025,11/25/2025,12/1/2025,Fulfilled,$325 ,$325 
9674,Oaks Goods Disribution LLC,,VA,Zalak,12/3/2025,11/26/2025,12/3/2025,Fulfilled,"$34,522 ","$34,522 "
9693,Destin Smoke Shop,,FL,Zalak,12/1/2025,11/30/2025,12/1/2025,Fulfilled,"$2,224.80 ","$2,224.80 "
9697,Aarna Distribution,,FL,Zalak,12/3/2025,11/30/2025,12/3/2025,Fulfilled,"$34,772 ","$34,772 "
9701,Burnies Smoke Shop | FL,,FL,Zalak,12/2/2025,12/1/2025,12/2/2025,Fulfilled,"$5,932.80 ","$5,932.80 "
9710,Drip Botanical Tea Bar,,FL,Zalak,12/3/2025,12/2/2025,12/3/2025,Fulfilled,"$3,522.60 ","$3,522.60 "
9750,Elite Distributors - ED,,FL,Zalak,12/5/2025,12/4/2025,12/5/2025,Fulfilled,"$65,434 ","$65,434 "
9765,VGO Market,,SC,Zalak,12/9/2025,12/4/2025,12/9/2025,Fulfilled,"$33,768 ","$33,768 "
9767,Etown Marketing & Distributing,,KY,Zalak,12/9/2025,12/4/2025,12/9/2025,Fulfilled,"$65,312 ","$65,312 "
9824,Drip Botanical Tea Bar,,FL,Zalak,12/8/2025,12/8/2025,12/9/2025,Fulfilled,$0 ,$0 
9827,Etown Marketing & Distributing,,KY,Zalak,12/8/2025,12/8/2025,12/9/2025,Fulfilled,$0 ,$0 
9828,Full House Wholesale,,MI,Zalak,12/8/2025,12/8/2025,12/9/2025,Fulfilled,$0 ,$0 
9829,KMT Distribution,,MI,Zalak,12/8/2025,12/8/2025,12/9/2025,Fulfilled,$0 ,$0 
9831,Nepa 2 Wholesale LLC,,FL,Zalak,12/8/2025,12/8/2025,12/9/2025,Fulfilled,$0 ,$0 
9832,Pumpernickel Pops,,,Zalak,12/8/2025,12/8/2025,12/9/2025,Fulfilled,$0 ,$0 
9833,Wholesale Express- ED,,GA,Zalak,12/8/2025,12/8/2025,12/9/2025,Fulfilled,$0 ,$0 
9834,Port City Distro,,NC,Zalak,12/8/2025,12/8/2025,12/9/2025,Fulfilled,$0 ,$0 
9869,Jay Mahaveer Inc,,TN,Zalak,12/10/2025,12/8/2025,12/10/2025,Fulfilled,"$34,272 ","$34,272 "
9871,Nepa 2 Wholesale LLC,,FL,Zalak,12/9/2025,12/8/2025,12/10/2025,Fulfilled,"$3,240 ","$3,240 "
9873,Metro Smoke,,OH,Zalak,12/10/2025,12/7/2025,12/10/2025,Fulfilled,"$56,496 ","$56,496 "
9907,World of Smoke & Vape North MIami Beach,,FL,Zalak,12/15/2025,12/14/2025,12/15/2025,Fulfilled,"$1,480 ","$1,480 "
9980,The Botany Bay (Woodhill),,KY,Zalak,12/23/2025,12/21/2025,12/29/2025,Fulfilled,"$10,260 ","$10,260 "
,,,,,,,,Grand Total: ,"$1,836,883.30 ","$1,836,883.30 "
